Long Station Name,Collection Date,EC,Alkalinity,Sacramento X2,WYT,Location,Area
Old River nr Tracy,1/13/1993,332,59,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2006,274,59,88.98570418,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2009,228,59,82.06398554,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,58,78.41118016,AN,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/21/2009,353,58,75.54540529,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2007,277,58,84.7182393,D,SouthDelta,Interior
Middle River @ Union Point - P10A,7/9/2018,246,57,82.60710477,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2016,353,56,87.41045331,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/7/2011,334,56,64.18410148,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2018,197,56,82.35063213,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/9/2018,358,55,54.04390508,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2006,261,54,78.28975195,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/6/2006,240,54,78.70958184,W,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2017,338,53,56.18463132,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/8/2010,288,53,67.97063022,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/7/2011,372,52,56.35666923,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/7/2018,352,52,64.92049336,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/13/2019,278,52,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2010,241,52,80.72423904,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2016,222,52,84.55059684,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2017,186,52,77.2692402,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2018,284,50,74.73149108,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2010,189,50,79.32890201,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2009,265,49,84.14076361,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/4/2011,247,48,0,W,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2011,274,47,53.33698971,W,SouthDelta,Interior
Old River nr Tracy,10/20/1993,249,47,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/1/2016,207,47,83.57049111,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2017,193,47,77.48586469,W,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2017,258,46,50.46962633,W,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/20/1993,244,46,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/7/2017,217,45,80.74384873,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/6/2011,257,43,57.57300551,W,SouthDelta,Interior
Old River @ Middle River,6/9/1998,236,42,51.89782644,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2011,199,40,57.60965856,W,SouthDelta,Interior
Middle River @ Union Point - P10A,3/8/2017,187,38,46.65054443,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2011,184,37,56.36389323,W,SouthDelta,Interior
Middle River @ Union Point - P10A,4/3/2017,201,35,49.18404199,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2017,177,33,57.96351261,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/10/2017,177,32,70.04911852,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2006,154,31,67.43685291,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2017,120,27,50.00669585,W,SouthDelta,Interior
