Long Station Name,Collection Date,EC,Br,Sacramento X2,WYT,Location,Area
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,0.41,83.0036227,D,SouthDelta,Interior
Rock Slough @ Old River,2/14/1991,1070,0.88,93.77396204,C,OMR,Interior
Contra Costa PP Number 01,2/3/2003,1070,0.46,54.06515388,AN,OMR,Interior
Old River @ Middle River,2/10/2009,1079,0.54,84.02790463,D,SouthDelta,Interior
Old River North of Rock Slough (St 4b),2/25/1991,1080,0.89,94.18554964,C,OMR,Interior
Rock Slough @ Old River,2/25/1991,1080,0.88,94.18554964,C,OMR,Interior
Contra Costa PP Number 01,12/10/1997,1080,0.67,71.95083355,W,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/23/1992,1080,0.44,92.69366513,C,SJRcorridor,Interior
Grant Ln Can @ Tracy Rd Bdg,8/19/1992,1080,0.63,92.0935494,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,2/14/1991,1080,0.54,93.77396204,C,SouthDelta,Interior
Old River North of Rock Slough (St 4b),2/14/1991,1090,0.91,93.77396204,C,OMR,Interior
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,0.46,89.32251087,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,0.41,83.0036227,D,SouthDelta,Interior
Rock Slough @ Old River,12/12/1990,1100,0.91,93.02603777,C,OMR,Interior
Contra Costa PP Number 01,3/3/1998,1100,0.39,46.174655,W,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/29/1991,1100,0.58,94.90599798,C,SJRcorridor,Interior
Grant Ln Can @ Tracy Rd Bdg,7/22/1992,1100,0.64,92.3938467,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/2/1991,1100,0.53,93.51732212,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/23/1992,1100,0.43,92.69366513,C,SouthDelta,Interior
Old River nr Tracy,7/24/1991,1110,0.59,92.78926842,C,SouthDelta,Interior
Old River nr Tracy,4/22/1992,1110,0.4,77.19407905,C,SouthDelta,Interior
Contra Costa PP Number 01,10/8/2002,1120,0.73,89.3846487,D,OMR,Interior
Old River nr Tracy,7/22/1992,1120,0.63,92.3938467,C,SouthDelta,Interior
Contra Costa PP Number 01,3/7/2000,1125,0.35,48.16682697,AN,OMR,Interior
Old River nr Tracy,10/24/1990,1140,0.59,94.04183083,D,SouthDelta,Interior
Old River nr Tracy,8/21/1991,1140,0.53,88.57096592,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/16/1991,1150,0.53,92.74078739,C,SouthDelta,Interior
Old River nr Tracy,1/23/1992,1150,0.48,92.69366513,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,0.5,67.34893515,D,SouthDelta,Interior
Old River nr Tracy,8/19/1992,1160,0.69,92.0935494,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,0.5,67.34893515,D,SouthDelta,Interior
Contra Costa PP Number 01,1/4/2000,1186,0.77,80.55744457,AN,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,3/12/1991,1210,0.55,78.72735886,C,SouthDelta,Interior
Contra Costa PP Number 01,12/4/2007,1212,0.79,87.28423839,D,OMR,Interior
Old River nr Tracy,10/23/1991,1220,0.59,94.27657666,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/29/1991,1240,0.62,94.90599798,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,0.66,91.80575032,C,SouthDelta,Interior
Old River nr Tracy,1/29/1991,1320,0.66,94.90599798,C,SouthDelta,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/23/1991,1330,0.6,85.01362795,C,SJRcorridor,Interior
Grant Ln Can @ Tracy Rd Bdg,4/23/1991,1360,0.7,85.01362795,C,SouthDelta,Interior
Contra Costa PP Number 01,12/7/1999,1390,0.66,84.3486242,W,OMR,Interior
Old River nr Tracy,4/23/1991,1510,0.78,85.01362795,C,SouthDelta,Interior
