Long Station Name,Collection Date,EC,Cl,Sacramento X2,WYT,Location,Area
Middle River @ Union Point - P10A,5/5/2014,483,75,87.63000727,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/25/1990,447,73,91.8739207,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/3/2018,408,73,#N/A,BN,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/7/2009,554,72,68.40551796,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/5/2015,470,72,71.50190239,C,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,7/24/1991,454,71,92.78926842,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/7/2013,430,71,87.90258861,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/12/1991,423,71,88.08357466,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/11/2018,407,71,#N/A,W,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/10/1991,430,70,88.47167384,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/6/2008,503,68,81.24308533,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2008,443,68,93.02142734,D,SouthDelta,Interior
Old River nr Tracy,9/1/1993,530,66,78.41118016,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2010,483,66,63.81753273,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2014,459,66,75.44547873,C,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2014,436,66,93.56618111,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/21/2009,488,65,75.54540529,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,5/22/1991,479,65,90.63835999,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2016,398,65,83.68530205,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/26/1990,396,65,86.56430395,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/4/2016,387,65,86.5637221,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2007,460,64,79.89948567,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/17/1990,422,64,85.19881494,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/6/2009,411,64,87.99178837,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/8/2008,492,61,78.37516679,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/5/2007,485,61,58.91442023,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/6/2007,427,61,89.58054651,W,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/11/1990,397,61,86.1336185,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2008,387,61,88.7732302,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/23/2009,463,60,79.53429049,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2016,461,60,75.47029728,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/5/2007,364,60,85.25541551,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/4/2019,411,58,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,11/5/2018,362,58,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2016,353,57,87.41045331,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2008,456,55,54.87619201,C,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2008,435,55,81.73068377,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2018,402,55,74.06112596,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/10/2018,346,54,84.8982076,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2010,441,53,68.63765096,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2015,419,53,88.0123047,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/9/2009,345,53,84.37552482,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2015,415,52,87.92593622,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2015,406,52,78.10690622,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/10/1990,367,52,87.75334412,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/7/2009,425,51,68.40551796,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2010,400,51,57.05251942,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/4/2007,399,51,80.25338455,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,50,77.19407905,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2017,338,50,56.18463132,W,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,5/5/1992,397,49,86.61933596,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2010,334,49,84.63274041,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/13/1993,376,48,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/7/2011,372,48,56.35666923,W,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2007,348,48,87.28423839,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2007,335,48,87.02852586,W,SouthDelta,Interior
Middle River @ Union Point - P10A,12/6/2010,321,48,84.27592276,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/9/2018,358,47,54.04390508,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2009,352,47,88.3635176,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/5/2006,341,47,88.65054031,W,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1993,318,47,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/7/2018,352,45,64.92049336,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2010,340,45,83.98583932,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2016,288,45,84.03725468,BN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,44,78.41118016,AN,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/21/2009,353,44,75.54540529,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/1/2009,320,44,92.29828513,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,3/11/1992,360,43,67.72093556,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/4/2008,374,42,66.16351777,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2009,358,42,73.26168644,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2010,294,42,86.84207092,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2007,346,41,74.44600721,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/7/2011,334,41,64.18410148,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2009,336,40,74.90839371,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/7/2016,319,40,82.94141541,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/5/2008,304,40,88.35573476,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2009,265,40,84.14076361,D,SouthDelta,Interior
Old River nr Tracy,1/13/1993,332,39,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2016,328,38,66.37589317,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2018,284,38,74.73149108,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2007,277,37,84.7182393,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/8/1992,340,36,79.86326901,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/2/2007,318,36,72.02877378,D,SouthDelta,Interior
Middle River @ Union Point - P10A,7/1/2008,318,36,84.87243383,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/10/2016,321,34,62.66343249,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/2/2007,303,34,80.94470218,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/8/2010,288,34,67.97063022,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2009,314,33,75.36176628,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/13/2019,278,32,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2006,274,32,88.98570418,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2011,274,32,53.33698971,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/6/2011,257,31,57.57300551,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/9/2018,246,30,82.60710477,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2006,261,28,78.28975195,W,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2017,258,28,50.46962633,W,SouthDelta,Interior
Old River nr Tracy,10/20/1993,249,27,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/4/2011,247,27,0,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2010,241,27,80.72423904,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/1/2016,207,27,83.57049111,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2017,246,26,83.87250454,W,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/20/1993,244,26,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2016,222,26,84.55059684,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/7/2017,217,25,80.74384873,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/3/2006,253,24,79.15994988,AN,SouthDelta,Interior
Old River @ Middle River,6/9/1998,236,24,51.89782644,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/6/2006,240,23,78.70958184,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2009,228,22,82.06398554,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/3/2017,201,22,49.18404199,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2011,199,21,57.60965856,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2018,197,21,82.35063213,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/10/2017,177,21,70.04911852,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2017,193,20,77.48586469,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2010,189,20,79.32890201,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2011,184,20,56.36389323,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2017,177,20,57.96351261,W,SouthDelta,Interior
Middle River @ Union Point - P10A,3/8/2017,187,18,46.65054443,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2017,186,18,77.2692402,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2006,154,16,67.43685291,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2017,120,11,50.00669585,W,SouthDelta,Interior
