Long Station Name,Collection Date,EC,Na,Sacramento X2,WYT,Location,Area
Little Connection Sl. @ Empire Tr.,9/22/1988,275,22,92.09878383,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/20/1988,386,38,94.24311836,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,11/10/1988,206,14,93.76868968,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,12/20/1988,245,18,93.58600023,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/31/1989,255,18,92.03109086,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,2/28/1989,228,16,88.61491018,D,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/2/1989,1370,167,91.3346382,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,3/28/1989,148,8,53.31092405,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/25/1989,163,10,75.36664002,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,5/23/1989,165,11,79.21958813,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,6/21/1989,204,14,79.99610194,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/18/1989,176,11,82.03252197,D,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/25/1989,800,120,80.02863026,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/25/1989,130,10,80.02863026,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,9/20/1989,200,14,82.70448175,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/17/1989,162,11,85.49071827,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,11/7/1989,162,10,87.11334397,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,12/5/1989,195,14,82.38805208,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/24/1990,204,14,79.66720736,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/24/1990,1310,165,79.66720736,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/14/1990,1300,160,84.5852336,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/25/1990,164,10,87.22990049,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/25/1990,823,100,87.22990049,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/26/1990,160,10,86.56430395,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/26/1990,853,94,86.56430395,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/22/1990,178,12,83.47764088,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/22/1990,738,79,83.47764088,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/24/1990,191,14,94.04183083,D,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/24/1990,739,81,94.04183083,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/29/1991,344,27,94.90599798,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/29/1991,1100,126,94.90599798,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/23/1991,1330,157,85.01362795,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/23/1991,251,17,85.01362795,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/24/1991,962,105,92.78926842,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/24/1991,275,28,92.78926842,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/21/1991,950,105,88.57096592,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/21/1991,245,23,88.57096592,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/23/1991,727,80,94.27657666,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/23/1991,160,10,94.27657666,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/23/1992,1080,130,92.69366513,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/23/1992,247,17,92.69366513,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/22/1992,834,91,77.19407905,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/22/1992,231,15,77.19407905,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/22/1992,979,115,92.3938467,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/22/1992,179,12,92.3938467,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/19/1992,163,11,92.0935494,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/7/1992,944,104,92.45317986,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/7/1992,232,20,92.45317986,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/13/1993,357,35,64.09402935,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/13/1993,247,15,64.09402935,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/21/1993,601,67,62.38347365,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/21/1993,145,8,62.38347365,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/8/1993,842,96,75.05380959,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/8/1993,120,7,75.05380959,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/1/1993,349,36,78.41118016,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,9/1/1993,162,11,78.41118016,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/20/1993,245,23,84.89979461,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/20/1993,151,9,84.89979461,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/12/1994,731,87,82.38546939,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/12/1994,227,16,82.38546939,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/20/1994,880,96,78.884997,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/20/1994,236,17,78.884997,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/20/1994,942,115,90.6143213,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/20/1994,248,23,90.6143213,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/17/1994,796,99,91.53716312,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/20/1994,946,116,81.11970496,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/26/1995,383,36,53.05662006,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/16/1995,487,54,49.77058978,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/20/1995,301,28,35.26878783,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/24/1995,184,15,55.06228913,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/18/1995,143,13,50.95156216,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/22/1995,240,23,57.6171137,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/20/1995,218,21,58.74876866,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/17/1995,633,69,74.57233985,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/14/1995,387,40,67.19233682,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/19/1995,202,20,74.05131326,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/16/1995,750,81,79.55759468,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/7/1995,746,88,79.94458802,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/18/1996,946,111,81.11891586,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/15/1996,290,32,53.64428507,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/14/1996,253,23,48.94207006,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/11/1996,413,44,53.46132043,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/9/1996,336,34,62.32099718,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/13/1996,592,65,65.4871296,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/18/1996,774,84,73.33974661,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/15/1996,747,70,77.45680181,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/12/1996,666,73,76.73553471,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/10/1996,609,64,83.55493234,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/14/1996,690,74,87.30019572,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/12/1996,220,19,67.9766535,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/13/1997,185,18,47.19212894,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/13/1997,338,33,55.45327752,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/9/1997,788,85,73.79612645,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/13/1997,346,34,71.63203277,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/4/1997,560,60,78.50514499,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/2/1997,620,67,78.23532434,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/7/1997,663,75,77.94958475,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/2/1997,671,75,77.2650624,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/12/2009,789,102,92.72553683,D,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,12/12/2009,766,97,92.72553683,D,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/12/2010,928,116,91.08275529,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/12/2010,1008,119,91.08275529,BN,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/18/2010,945,121,86.04685619,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/18/2010,848,107,86.04685619,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/20/2010,778,96,82.2895829,BN,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/20/2010,923,121,82.2895829,BN,SJRcorridor,Interior
San Joaquin River at Holt Rd.,1/19/2011,247,24,66.73352135,W,SJRcorridor,Interior
Old River nr Tracy,4/23/1991,1510,179,85.01362795,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,3/2/1989,1430,178,91.3346382,D,SouthDelta,Interior
Old River nr Tracy,3/2/1989,1410,168,91.3346382,D,SouthDelta,Interior
Old River nr Tracy,2/14/1990,1320,160,84.5852336,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/23/1991,1360,158,85.01362795,C,SouthDelta,Interior
Old River nr Tracy,1/29/1991,1320,153,94.90599798,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/24/1990,1200,150,79.66720736,C,SouthDelta,Interior
Old River nr Tracy,1/24/1990,1190,150,79.66720736,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,149,67.34893515,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/29/1991,1240,148,94.90599798,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,3/12/1991,1210,148,78.72735886,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,144,67.34893515,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/24/1990,1100,142,79.66720736,C,SouthDelta,Interior
Old River nr Tracy,8/19/1992,1160,141,92.0935494,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,140,91.80575032,C,SouthDelta,Interior
Old River nr Tracy,10/23/1991,1220,139,94.27657666,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,2/14/1990,1240,138,84.5852336,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,138,83.0036227,D,SouthDelta,Interior
Old River nr Tracy,7/22/1992,1120,137,92.3938467,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,137,83.0036227,D,SouthDelta,Interior
Old River nr Tracy,4/22/1992,1110,136,77.19407905,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/16/1991,1150,134,92.74078739,C,SouthDelta,Interior
Old River @ Middle River,3/16/2009,1043,134,64.397985,D,SouthDelta,Interior
Old River nr Tracy,1/23/1992,1150,133,92.69366513,C,SouthDelta,Interior
Old River nr Tracy,10/24/1990,1140,131,94.04183083,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/23/1992,1100,130,92.69366513,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/25/1989,800,130,80.02863026,D,SouthDelta,Interior
Old River nr Tracy,4/25/1990,1120,129,87.22990049,C,SouthDelta,Interior
Old River @ Middle River,2/10/2009,1079,129,84.02790463,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,2/14/1991,1080,128,93.77396204,C,SouthDelta,Interior
Old River nr Tracy,8/21/1991,1140,127,88.57096592,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/22/1992,1100,127,92.3938467,C,SouthDelta,Interior
Old River nr Tracy,7/24/1991,1110,125,92.78926842,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/19/1992,1080,123,92.0935494,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/2/1991,1100,122,93.51732212,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,122,89.32251087,D,SouthDelta,Interior
Old River @ Middle River,4/1/2009,1008,122,73.95020527,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,121,75.01511525,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,118,93.85276614,C,SouthDelta,Interior
Old River nr Tracy,7/20/1994,997,117,90.6143213,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,1/26/2009,995,116,88.07443799,D,SouthDelta,Interior
Old River @ Middle River,1/7/2009,962,116,86.91076865,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/24/1990,1030,115,94.04183083,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/21/1991,1000,115,88.57096592,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,114,89.32251087,D,SouthDelta,Interior
Old River nr Tracy,10/7/1992,974,113,92.45317986,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/23/1991,997,112,94.27657666,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/20/1994,956,112,90.6143213,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/26/2009,952,111,88.07443799,D,SouthDelta,Interior
Old River nr Tracy,7/8/1993,950,111,75.05380959,AN,SouthDelta,Interior
Old River nr Tracy,7/25/1989,850,110,80.02863026,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/25/1989,800,110,80.02863026,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/24/1991,974,109,92.78926842,C,SouthDelta,Interior
Old River nr Tracy,4/20/1994,942,108,78.884997,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/22/1992,900,108,92.3938467,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/20/1994,922,106,78.884997,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/3/1992,956,105,90.77667797,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,12/19/1991,909,105,95.49778406,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/22/1992,932,104,77.19407905,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,12/23/2008,928,104,91.80575032,C,SouthDelta,Interior
Old River @ Middle River,12/22/2008,900,104,92.48009562,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/26/2009,911,103,60.14582078,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,12/11/2008,898,103,93.85276614,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,2/25/1991,840,103,94.18554964,C,SouthDelta,Interior
Old River nr Tracy,7/26/1990,916,102,86.56430395,C,SouthDelta,Interior
Old River @ Middle River,1/29/2009,862,102,83.77227583,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,3/9/2009,868,101,54.40866096,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/20/1994,824,100,78.884997,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/8/1993,855,99,75.05380959,AN,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/9/2009,844,99,75.01511525,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,2/26/2009,840,98,60.14582078,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/19/1992,822,97,92.0935494,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1992,795,96,94.16017229,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/20/1994,852,95,90.6143213,C,SouthDelta,Interior
Old River @ Middle River,2/25/2009,844,95,63.13375011,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/25/1990,839,95,87.22990049,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/7/1992,881,94,92.45317986,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/26/1990,843,94,86.56430395,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/31/1990,817,94,92.89347904,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/21/1991,840,93,88.57096592,C,SouthDelta,Interior
Old River nr Tracy,8/22/1990,857,92,83.47764088,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/31/1990,828,92,85.26138636,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,11/28/1990,829,91,92.60675328,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/5/1990,816,91,86.59648732,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,12/12/1990,781,91,93.02603777,C,SouthDelta,Interior
Old River nr Tracy,1/12/1994,771,90,82.38546939,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/9/1992,724,90,91.63677332,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/17/1990,761,89,93.81403956,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/24/1990,703,88,94.04183083,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,4/23/2009,814,87,79.53429049,D,SouthDelta,Interior
Old River nr Tracy,4/21/1993,802,87,62.38347365,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2014,774,86,93.92384943,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/12/1994,726,86,82.38546939,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,11/14/1990,715,86,93.90716742,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2015,710,86,94.9140377,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/7/1992,684,86,92.45317986,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/9/2009,728,85,54.40866096,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/16/1990,777,84,85.00509504,C,SouthDelta,Interior
Old River @ Middle River,4/16/2009,694,83,67.73613947,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/2/2015,675,83,93.88533024,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/22/1990,735,80,83.47764088,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/29/1991,700,80,94.90599798,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/3/2015,648,80,95.38511805,C,SouthDelta,Interior
Middle River @ Union Point - P10A,6/1/2015,697,79,93.2549537,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,6/11/1992,686,79,90.14218042,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2015,667,79,95.81957478,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/3/2014,725,76,80.57624471,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/25/1990,671,76,87.22990049,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,6/26/1991,636,75,92.70986559,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2015,616,75,94.93479848,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,6/8/2009,739,74,77.24823856,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,3/26/1991,698,74,72.01442228,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/13/1990,672,74,82.37363354,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/9/2015,581,74,94.75346141,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/9/1991,666,73,70.47185036,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/11/1990,631,73,94.23950241,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2014,613,73,92.39401068,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/4/2016,601,73,89.47617765,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2009,633,72,84.30493265,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,6/13/1991,575,72,92.96709129,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/22/1990,652,70,83.47764088,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/28/1990,644,69,84.07314596,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/6/2014,601,69,92.33233742,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/21/1993,615,68,62.38347365,AN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/1/1990,595,65,91.47315676,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/6/2009,589,65,86.18470086,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/10/1991,564,65,92.07471565,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2014,541,65,90.2187572,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2008,544,64,83.34570353,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/1/2014,542,64,93.6049299,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2019,543,63,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/6/2014,503,63,94.77701545,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2015,568,62,94.17154572,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/7/1991,536,62,92.52821793,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2009,583,60,65.57301543,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/23/1992,546,60,92.69366513,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/2/2010,536,60,54.29400396,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/2/2013,507,60,93.39492499,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/2/2008,511,59,92.75840841,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2014,490,59,88.73599436,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/7/2009,554,58,68.40551796,D,SouthDelta,Interior
Old River nr Tracy,9/1/1993,530,56,78.41118016,AN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/7/1990,482,56,84.4251127,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,6/8/2009,550,55,77.24823856,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/5/2010,466,55,86.26711441,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/23/1991,463,53,94.27657666,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/26/1991,457,53,89.13268814,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/2/2007,490,52,80.23657174,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/4/2013,463,52,90.34617646,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2014,452,52,90.3346038,C,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,3/2/1989,506,51,91.3346382,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2016,488,51,59.65346245,BN,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/21/2009,488,50,75.54540529,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/8/2018,456,50,84.74492337,BN,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,7/24/1991,454,50,92.78926842,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/25/1990,447,50,91.8739207,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,5/22/1991,479,49,90.63835999,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/7/2013,430,49,87.90258861,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/6/2008,503,48,81.24308533,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/8/2008,492,48,78.37516679,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/5/2007,485,48,58.91442023,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/23/2009,463,48,79.53429049,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/1/2008,461,48,88.30977329,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/12/1991,423,48,88.08357466,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/11/2018,407,48,#N/A,W,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/24/1991,511,47,92.78926842,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/5/2015,470,47,71.50190239,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2016,461,47,75.47029728,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2007,460,47,79.89948567,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2008,443,47,93.02142734,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/10/1991,430,47,88.47167384,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/6/2007,427,47,89.58054651,W,SouthDelta,Interior
